Date,Close,High,Low,Open,Volume,Lag_1,Lag_5,Lag_30,MA50,MA200,RSI,Daily_Return,Log_Return,Volatility,Day_of_Week,Month,Year,STD50,Bollinger_Upper,Bollinger_Lower,Log_Close
1995-02-01,0.2987973392009735,0.3034512113640699,0.2969358052492832,0.3034512113640699,158368000,-0.5985453143139644,-0.5985979635154577,,,,-1.7918399114175065,-0.2802095661684945,-0.26221404297957307,,2,2,1995,,,,-0.5985478639007616
1995-02-02,0.3099672794342041,0.3118288122859984,0.2987971626551715,0.2987971626551715,203582400,-0.5985781841241474,-0.598793851314357,,,,-1.1178620237204075,1.3585435240911126,1.3207264455270382,,3,2,1995,,,,-0.5983507995688182
1995-02-03,0.3015896677970886,0.3136905711913534,0.3006589132021653,0.3127597917405151,319211200,-0.5983809436866449,-0.5987443636202454,,,,-1.2477168635916096,-1.0638219775539621,-1.0438361348793697,,4,2,1995,,,,-0.5984986005781412
1995-02-06,0.3015896677970886,0.3034512266987653,0.2941435067581271,0.3034512266987653,243028800,-0.598528876777604,-0.5987113744649513,,,,-1.4226086855430788,-0.04736729391276106,-0.033119323677767806,,0,2,1995,,,,-0.5984986005781412
1995-02-07,0.3039164543151855,0.3053126103758686,0.2978664530041932,0.3006587651255593,201600000,-0.598528876777604,-0.5986783858378131,,,,-1.5402047442735132,0.24278347709409714,0.2503846425450404,,1,2,1995,,,,-0.598457550525841
1995-02-08,0.3150867819786072,0.3155521593558834,0.3043820583526438,0.3053128131071962,402864000,-0.5984877900411291,-0.5987113744649513,,,,-1.106734871783988,1.334910553165603,1.2983744592513808,,2,2,1995,,,,-0.598260479358707
1995-02-09,0.3248606324195862,0.3267221911043166,0.3136905346338386,0.3136905346338386,475395200,-0.5982905427623275,-0.5985134210477243,,,,0.030492436429887703,1.1192251349826972,1.0937516001316123,,3,2,1995,,,,-0.598088045373614
1995-02-10,0.325791448354721,0.3290491639909487,0.3229991348699059,0.324860668907811,350963200,-0.5981179546824621,-0.5986618888834637,,,,0.1841738434350852,0.060390917244828195,0.07242485485509031,,4,2,1995,,,,-0.5980716235650286
1995-02-13,0.3266871571540832,0.3322871381164077,0.3229538282044495,0.3248205051413925,283371200,-0.5981015181986093,-0.5986618888834637,,,,0.43822653435470577,0.056030389677119374,0.06815977757621364,,0,2,1995,,,,-0.5980558211298789
1995-02-14,0.3206205666065216,0.3294872217405792,0.3182864098721719,0.326687230629668,165614400,-0.5980857016416921,-0.5986206536276971,-0.5988819768230172,,,0.37267686468174943,-0.7457544946776854,-0.7245770154409911,,1,2,1995,,,,-0.5981628502265856
1995-02-15,0.3178195357322693,0.3248203816217833,0.3173528791376153,0.3229537053946822,184475200,-0.5981928263844182,-0.5984226933444415,-0.5987473590757898,,,0.836945044937129,-0.3759238727328375,-0.3568020511747259,,2,2,1995,,,,-0.598212267078105
1995-02-16,0.3224871754646301,0.3229538322425747,0.3182863422657892,0.3220204937624331,218780800,-0.598242287397061,-0.5982494813975682,-0.5988146741448681,,,0.8887713050339922,0.5049649387108753,0.5046994626972674,,3,2,1995,,,,-0.5981299188035034
1995-02-17,0.3173528611660003,0.3210870359087435,0.3173528611660003,0.3201536978480477,121788800,-0.5981598655323337,-0.598232985499531,-0.5983940080286295,,,0.535078707229257,-0.6461284954855745,-0.6251433904640139,,4,2,1995,,,,-0.5982205003282135
1995-02-21,0.30615234375,0.3192198376425227,0.3052190296625148,0.3182865235550376,301582400,-0.5982505280047724,-0.5982171117693255,-0.5985012768404288,,,-0.049651733531849054,-1.374698535695124,-1.3585704711176108,,1,2,1995,,,,-0.5984181041144395
1995-02-22,0.3047520220279693,0.3061520165873903,0.2996187003353459,0.3033520274685484,293417600,-0.5984483083786383,-0.598324623743851,-0.5981668451257686,,,-0.031067454377717716,-0.2193852908753236,-0.20223129758226704,,2,2,1995,,,,-0.598442809122604
1995-02-23,0.3000854551792145,0.3126862567192125,0.2986854602774776,0.3070862771122651,314708800,-0.5984730354643103,-0.5983742635469061,-0.5977545865242802,,,-0.6612855992144444,-0.6232506736225415,-0.6023475366329052,,3,2,1995,,,,-0.5985251384689851
1995-02-24,0.2912178635597229,0.3014853535936519,0.2874845367084889,0.2996186777059159,568814400,-0.598555438383902,-0.5982915437457155,-0.5979396833003797,,,-0.6784440096947792,-1.1587007461141565,-1.1396078880178178,,4,2,1995,,,,-0.5986815838914273
1995-02-27,0.2856179177761078,0.2912178962188589,0.2845674856438764,0.2856179177761078,268811200,-0.5987120236130171,-0.5983825339425571,-0.5980069859785289,,,-0.8587288081007586,-0.7705523778230915,-0.7493687310266832,,0,2,1995,,,,-0.5987803802638094
1995-02-28,0.2949520945549011,0.2977520840007103,0.2837512644231631,0.287484591992323,222969600,-0.5988109082742855,-0.5985810292478956,-0.5980574784758022,,,-0.565047087055814,1.1816959248097534,1.1531351065847533,,1,2,1995,,,,-0.5986157031686105
1995-03-01,0.298685610294342,0.2996189240814323,0.2943685293128128,0.2968189328716442,224448000,-0.5986460840162202,-0.5986058457164088,-0.5979901617905157,,,-0.8785088224708417,0.42868005511506285,0.4308841550336665,,2,3,1995,,,,-0.5985498350646071
1995-03-02,0.298685610294342,0.3042855927139185,0.2968189328716442,0.2996189240814323,268744000,-0.5985801570495137,-0.5986885465039816,-0.5979060354630894,,,-1.3990583661013956,-0.04736729391276106,-0.033119323677767806,,3,3,1995,,,,-0.5985498350646071
1995-03-03,0.3005521297454834,0.3038188013269973,0.2949521498048852,0.2968188014770021,145768000,-0.5985801570495137,-0.5988456977534062,-0.5978723811609665,,,-1.3425734932808677,0.1876511080986869,0.19668265741259566,,4,3,1995,,,,-0.5985169052188767
1995-03-06,0.2968187034130096,0.2986853793926551,0.2949520523576034,0.2968187034130096,132720000,-0.5985471977761906,-0.598944939860437,-0.5983098779300509,,,-1.4891759767199322,-0.5145335069033014,-0.49421200380016095,,0,3,1995,,,,-0.5985827717455282
1995-03-07,0.2860846221446991,0.2977521098904881,0.285617965504569,0.2977521098904881,150785600,-0.5986131231641358,-0.5987795197998295,-0.5983603542652427,,,-1.591715782897549,-1.4074247776174502,-1.3918595875274808,,1,3,1995,,,,-0.598772146487917
1995-03-08,0.2954187989234924,0.2996187837713412,0.2818846586812799,0.2893512901027066,364873600,-0.5988026671403204,-0.5987133545219979,-0.5984444849025574,,,-1.051436299119206,1.1796908915816324,1.1512306454877728,,2,3,1995,,,,-0.598607469392718
1995-03-09,0.2968187034130096,0.3014853684378841,0.2940187143677806,0.2977520414028324,196683200,-0.5986378428822551,-0.5987133545219979,-0.5985307209203439,,,-1.206354961161951,0.1308475716459372,0.14127097100640376,,3,3,1995,,,,-0.5985827717455282
1995-03-10,0.2949520945549011,0.3014854115698703,0.2940187564315504,0.2958854077540089,137412800,-0.5986131231641358,-0.5986802761083306,-0.5987305327328324,,,-1.1220313683206526,-0.2838752244158327,-0.26583210335717183,,4,3,1995,,,,-0.5986157031686105
1995-03-13,0.2846845984458923,0.29588540349205,0.2837512603359855,0.29588540349205,325752000,-0.5986460840162202,-0.598746439801694,-0.5986800537039604,,,-1.0965654232377742,-1.356539303611893,-1.34011186077644,,0,3,1995,,,,-0.5987968462382424
1995-03-14,0.2613496780395508,0.285617994171389,0.2576163497710695,0.285617994171389,727865600,-0.5988273889634547,-0.5989366689366299,-0.5986464037117258,-0.6007442496712062,,-1.5625343920778814,-3.1300299455036726,-3.187906110601272,,1,3,1995,0.017706768408241248,0.3434644595679092,0.2726373859349442,-0.5992085297750216
1995-03-15,0.2613496780395508,0.270683833673047,0.2604163397413686,0.265083006308032,730968000,-0.599239440399177,-0.5987712488760225,-0.5986127542582275,-0.6007530424705185,,-1.4824052569558186,-0.04736729391276106,-0.033119323677767806,0.485990871288724,2,3,1995,0.01864567795579269,0.34485395866999297,0.2702712468468222,-0.5992085297750216
1995-03-16,0.2632162570953369,0.2688171078394318,0.2613496059381934,0.2632162570953369,316736000,-0.599239440399177,-0.598746439801694,-0.5986464037117258,-0.6007638448854099,,-1.217041413364347,0.22123398002357572,0.22940354310518568,0.4676545569311106,3,3,1995,0.01957616417911853,0.3461150044065159,0.26781034769004175,-0.5991755988777233
1995-03-17,0.2622829973697662,0.2650829871375736,0.2604163209083974,0.2650829871375736,215644800,-0.5992064800733463,-0.5987795197998295,-0.5984444849025574,-0.600773642358355,,-1.104421682964408,-0.1807112894733539,-0.16414302928880162,0.46462467461537915,4,3,1995,0.020431177639187333,0.3472809154256601,0.26555620486891074,-0.5991920638005885
1995-03-20,0.2632162570953369,0.2660162712174131,0.2613496059381934,0.2622829439788854,189884800,-0.5992229597100079,-0.5989614801235826,-0.598595926837798,-0.6007914841321207,,-1.5488886372829103,0.08645116847164998,0.09790438193326663,0.2864996174695928,0,3,1995,0.021300262140179355,0.34802821740894446,0.26282716884822704,-0.5991755988777233
1995-03-21,0.2706838548183441,0.2744171833784657,0.2632163502736178,0.2650830270158033,305368000,-0.5992064800733463,-0.5993750210323703,-0.598595926837798,-0.6008044996623959,,-1.3388263062578605,1.0196018362680204,0.9988534203257057,0.30669105037488126,1,3,1995,0.0218578024189903,0.34842046290263207,0.2609892532266709,-0.5990438526798226
1995-03-22,0.2842179834842682,0.294952159375463,0.2706838424561689,0.2706838424561689,479147200,-0.5990746161411117,-0.5993750210323703,-0.5985538655596611,-0.600819303674872,,-0.728107628651926,1.8330385722060227,1.7666600828357075,0.27476234136638494,2,3,1995,0.021839439546101076,0.3475615763168191,0.26020381813241483,-0.5988050784367831
1995-03-23,0.2772171795368194,0.2837513458511534,0.2761675944434497,0.282818007459963,170094400,-0.5988356285186586,-0.5993419415623908,-0.5983519397469239,-0.6008448417466538,,-0.9757085087858628,-0.9737277566321882,-0.9531235413133756,0.1342786659747033,3,3,1995,0.02120049521037759,0.3448653963150346,0.26006341547352424,-0.5989285892814398
1995-03-24,0.2818846702575683,0.2828179836459211,0.2781504945069832,0.279083832819584,128116800,-0.5989592497381667,-0.5993584807692246,-0.5981752580278792,-0.6008650114955107,,-0.7116079855250934,0.5858415496480325,0.5827968726325128,0.12701002172727427,4,3,1995,0.02076556977493285,0.3428753911825561,0.2598131120828247,-0.5988462436357576
1995-03-27,0.2776839137077331,0.2809514087329463,0.2734839026152314,0.2809514087329463,142800000,-0.5988768305047082,-0.5993419415623908,-0.5981584316849219,-0.6008853532548829,,-0.5311620159711704,-0.607820946697929,-0.5869810427858949,0.12932972771550352,0,3,1995,0.020477839421231773,0.34117022337714675,0.2592588656922197,-0.5989203549797635
1995-03-28,0.2566830515861511,0.2713838735762635,0.2548163996223224,0.2706838759742963,689796800,-0.5989510080779478,-0.5992096009717629,-0.598142239973028,-0.6009122520417788,,-1.377683500307121,-2.891632253949457,-2.9340694704461203,0.29505130376849714,1,3,1995,0.0208787179773689,0.34047812000625144,0.25696324809677584,-0.5992908601729706
1995-03-29,0.2566830515861511,0.2604163804380601,0.2529489002339443,0.253882213753733,496876800,-0.5993218443712763,-0.5989697494629215,-0.5982519056215004,-0.6009404918924972,,-1.4350352074768316,-0.04736729391276106,-0.033119323677767806,0.28803172413529077,2,3,1995,0.021034882857194768,0.33922211149094744,0.2550825800621684,-0.5992908601729706
1995-03-30,0.2641495764255523,0.2650829144001334,0.2576162604519627,0.2585495984265438,273414400,-0.5993218443712763,-0.5990938175452744,-0.5983025398063541,-0.6009677188055226,,-1.1112217054557727,1.0466015903735093,1.0245967057804604,0.3107972471049079,3,3,1995,0.020623363079952696,0.3368869885252465,0.25439353620543576,-0.5991591329032903
1995-03-31,0.2632162570953369,0.2660162712174131,0.2594829547810499,0.2622829439788854,183243200,-0.5991899993841773,-0.5990111003848639,-0.5982181629666659,-0.6009959522811086,,-0.9114232676969328,-0.18024863153084625,-0.16368761645113605,0.3076374299444467,4,3,1995,0.020028296292064558,0.3341288707261045,0.2540156855578462,-0.5991755988777233
1995-04-03,0.265082985162735,0.2669496366859517,0.2622829954157871,0.265082985162735,154302400,-0.5992064800733463,-0.5990855460933113,-0.5983109758741147,-0.6010147978162406,,-0.10668695457622551,0.21935050426473532,0.22756917939600646,0.16946081367213567,0,4,1995,0.0201506023534374,0.33332687058612437,0.25272446117237474,-0.5991426653515055
1995-04-04,0.2529489398002624,0.2678839274688789,0.2510822626201962,0.266949741454164,428198400,-0.5991735171162468,-0.5994577228762552,-0.5985134474264675,-0.6010370075430491,,-0.5403749577118735,-1.7688688145139078,-1.7615323668826683,0.2245797101272062,1,4,1995,0.02068223874096842,0.33315669616708693,0.25042774120321326,-0.5993567387926519
1995-04-05,0.2594830393791199,0.2594830393791199,0.2520155350432851,0.254816372578448,264857600,-0.5993877818630582,-0.5994577228762552,-0.59853876101711,-0.6010551881540251,,-0.37511216388779284,0.9241186792743808,0.907669315786755,0.24689796417014664,2,4,1995,0.021006593732513526,0.3327957213490754,0.24876934641902135,-0.5992414617238876
1995-04-06,0.2744171917438507,0.2837513483910573,0.2653163759275929,0.2781505204177799,722825600,-0.5992724017775152,-0.5993254012992452,-0.5986231184623005,-0.6010662726416909,,0.08236938585732521,2.1171210464418966,2.031085439095055,0.34256671394626637,3,4,1995,0.02102655170123129,0.33222004528364235,0.24811383847871718,-0.5989779877305227
1995-04-07,0.2744171917438507,0.277217182018235,0.2706838630699216,0.2762838436186901,295724800,-0.5990086923319278,-0.5993419415623908,-0.5987834177568906,-0.6010733765353644,,0.059282063054994096,-0.04736729391276106,-0.033119323677767806,0.30732739913393475,4,4,1995,0.021135200261951956,0.3320428180692225,0.24750201702141467,-0.5989779877305227
1995-04-10,0.2734838128089905,0.2762838026683649,0.269750484688409,0.2753504893314045,117801600,-0.5990086923319278,-0.5993088594516313,-0.5988846478763385,-0.601081822190476,,-0.17100644916082114,-0.17528490159869997,-0.1588019709704112,0.30395858074310766,0,4,1995,0.021232984369947888,0.33176934541454783,0.24683740793475628,-0.5989944547565235
1995-04-11,0.2818846702575683,0.2828179836459211,0.2734838278682273,0.2744171661808281,214513600,-0.5990251740736044,-0.5995238987172078,-0.5987159141301959,-0.6010879128566778,,-0.32888444072522977,1.107881804946,1.0829585907002706,0.33106413979420035,1,4,1995,0.021213358686096362,0.33139184066797667,0.24653840592359122,-0.5988462436357576
1995-04-12,0.2912178635597229,0.2958853508546819,0.2790837225622959,0.285617885744991,474712000,-0.5988768305047082,-0.5994081015586619,-0.5986484234331663,-0.6010913127662676,,0.17750495202348066,1.1978422811452871,1.1684679814562293,0.36139900376903156,2,4,1995,0.021149069103229473,0.3310744429282912,0.2464781665153733,-0.5986815838914273
1995-04-13,0.2856179177761078,0.2930845473916957,0.2828179036304913,0.2930845473916957,174361600,-0.5987120236130171,-0.5991434388628677,-0.5986484234331663,-0.6010960589986276,,-0.14078675545432712,-0.7705523778230915,-0.7493687310266832,0.3703384664313386,3,4,1995,0.021103705741811057,0.33072012777695703,0.2463053048097128,-0.5987803802638094
1995-04-17,0.2865513265132904,0.2940188309689735,0.2828179979976853,0.2846846747176125,208812800,-0.5988109082742855,-0.5991434388628677,-0.5986146823945399,-0.6011044916566258,,0.026049084721889264,0.0755378507071434,0.08723639726409652,0.3301814057336294,0,4,1995,0.020876476381417538,0.32979734999775173,0.24629144447208157,-0.5987639127120247
1995-04-18,0.2800171375274658,0.2884179796563825,0.2800171375274658,0.287484641372715,231134400,-0.5987944260063551,-0.5991599801823256,-0.5986821714753613,-0.6011122604529903,,0.6259658177383532,-0.9049438837065064,-0.884017418009702,0.3243082232911352,1,4,1995,0.020813648927240257,0.3292402444840047,0.24598564877504367,-0.5988791913581406
1995-04-19,0.2716172039508819,0.2800171748507745,0.2660163759264369,0.2800171748507745,279428800,-0.5989098076706594,-0.5990111003848639,-0.5988762112698418,-0.6011230542711121,,0.2524732201871906,-1.17553818316137,-1.1566298052169592,0.34762434518790447,2,4,1995,0.020834498068778746,0.32868249349015755,0.2453445012150426,-0.5990273861796057
1995-04-20,0.2809513509273529,0.2874846697084839,0.2734838463460732,0.2772171749244694,329504000,-0.5990581349256888,-0.5988456977534062,-0.5987074775236991,-0.6011313245671543,,0.30351370276499307,1.245044789806594,1.2132558307840038,0.38076025082243564,3,4,1995,0.02070700902970067,0.32796821334424475,0.24514017722544204,-0.5988627096101906
1995-04-21,0.2921513020992279,0.2949521393950934,0.2772171421279595,0.2781504803932013,666624000,-0.5988933111938773,-0.598944939860437,-0.5986821714753613,-0.6011395841950458,,0.6040960890760795,1.4518640514002992,1.4088565984220607,0.387295459132099,4,4,1995,0.02031232123380434,0.3267201281548645,0.24547084321964716,-0.5986651158138587
1995-04-24,0.2912178635597229,0.2958853508546819,0.2874845367084889,0.2912178635597229,272238400,-0.598695540818833,-0.5989283980128229,-0.5987159141301959,-0.6011516997798724,,0.5285690807813165,-0.1675277452015564,-0.15116813796119385,0.35793834770072075,0,4,1995,0.019544713120576304,0.3245120565512112,0.24633320406890594,-0.5986815838914273
1995-04-25,0.2818846702575683,0.2940188160488165,0.2781504945069832,0.292151316923433,273638400,-0.5987120236130171,-0.5990441967558371,-0.5989015194731238,-0.6011675116857448,,0.6388321272286079,-1.2526693525717443,-1.234706628811766,0.38241950455542034,1,4,1995,0.018660289783315555,0.3218650743147466,0.2472239151814844,-0.5988462436357576
1995-04-26,0.2856179177761078,0.2893512201217813,0.2790837538606276,0.2809512524576545,230440000,-0.5988768305047082,-0.599193060180461,-0.5993233444105995,-0.601182301724446,,0.5775520784321755,0.4507125599646768,0.4522185741073142,0.38865137632513425,2,4,1995,0.017643596814419654,0.3190103035893953,0.2484359163317167,-0.5987803802638094
1995-04-27,0.2828181385993957,0.2874848077949771,0.2818848246996888,0.2874848077949771,139865600,-0.5988109082742855,-0.5990276406480097,-0.5993233444105995,-0.6011959153043829,,0.05457260902698833,-0.41602386515533935,-0.39650238099293245,0.382854027100703,3,4,1995,0.016820993390730576,0.31660904818187463,0.24932507461895234,-0.5988297750324051
1995-04-28,0.2856179177761078,0.2865512309004057,0.2800170669849255,0.2837512416790301,195316800,-0.5988603471842703,-0.5988291553776363,-0.599289602294501,-0.6012075118954817,,0.1433319338914852,0.32493882044835753,0.33026373363739947,0.3858247266314052,4,4,1995,0.016058527077086868,0.314440083195464,0.2502059748871165,-0.5987803802638094
1995-05-01,0.2856179177761078,0.2893512201217813,0.2837512416790301,0.2856179177761078,177956800,-0.5988109082742855,-0.5988456977534062,-0.5993064728138142,-0.6012207894179379,,0.18159755159461974,-0.04736729391276106,-0.033119323677767806,0.3780361390538756,0,5,1995,0.01498737502237238,0.31156039393226453,0.251610893842775,-0.5987803802638094
1995-05-02,0.2846845984458923,0.2865512497414634,0.2800170853963548,0.2856179365557992,120008000,-0.5988109082742855,-0.5990111003848639,-0.599289602294501,-0.6012325540592424,,-0.1437481845001976,-0.17026066600924603,-0.15385743051391754,0.372772779869763,1,5,1995,0.014080971726039128,0.3090942220851959,0.2527703351810394,-0.5987968462382424
1995-05-03,0.2846845984458923,0.2884179259612771,0.2837512603359855,0.2856179365557992,168784000,-0.5988273889634547,-0.598944939860437,-0.599154610664457,-0.601240285119975,,-0.553140242330634,-0.04736729391276106,-0.033119323677767806,0.3400143398043082,2,5,1995,0.013615886137706831,0.3077346960024492,0.2532711514516218,-0.5987968462382424
1995-05-04,0.2874846458435058,0.2977521397751843,0.2837513175750246,0.285617994171389,303643200,-0.5988273889634547,-0.5989945574809379,-0.5989099544634124,-0.6012465035249395,,-0.16575164202723786,0.32253332648797695,0.32792734442976673,0.34320867661976745,3,5,1995,0.013200949131099678,0.30655947446554555,0.25375567794114684,-0.5987474467375916
1995-05-05,0.2902846932411194,0.2921513702067704,0.2846847121926713,0.2893513547582939,208006400,-0.5987779453171861,-0.598944939860437,-0.5990365078707517,-0.6012500330192899,,-0.08196601807785057,0.3189305627073668,0.3244278036197571,0.34041984197215736,4,5,1995,0.012969748853217061,0.3059010586710184,0.2540220632581502,-0.5986980472369409
1995-05-08,0.3024188280105591,0.3061521568542255,0.296818847207185,0.2977521856491645,386971200,-0.5987285016709174,-0.598944939860437,-0.5989521337247437,-0.6012459992777299,,0.6965138981416582,1.524689845551058,1.4774859391917934,0.36222205322113143,0,5,1995,0.013261591112890306,0.3067087624793816,0.2536623980278204,-0.5984839722184429
1995-05-09,0.308019608259201,0.3089529215560281,0.2986854533968648,0.3033520946537368,322929600,-0.5985142353453449,-0.5989614801235826,-0.5990280707255189,-0.6012379318804703,,1.3583622873002525,0.6491362911566071,0.643801462200593,0.35867794572283845,1,5,1995,0.013815701103999177,0.3082650162712613,0.25300221185526456,-0.5983851611241116
1995-05-10,0.3094196021556854,0.3126862485327989,0.3042854319179525,0.3098862588026315,275072000,-0.598415335948971,-0.5989614801235826,-0.5994077029332622,-0.6012327217767389,,1.1840059970815233,0.12356787568523372,0.1341636276033916,0.33186440006831147,2,5,1995,0.014265867859965089,0.30945469993520874,0.2523912284953484,-0.59836046189957
1995-05-11,0.30615234375,0.3108198613095568,0.3014856985397745,0.3108198613095568,523622400,-0.5983906146520904,-0.5989118577496773,-0.5994077029332622,-0.6012300328231949,,0.5684156227168604,-0.44448505348583683,-0.4247058537271565,0.3315257908962832,3,5,1995,0.014492875982462064,0.31005805084931587,0.2520865469194676,-0.5984181041144395
1995-05-12,0.325753778219223,0.3262204598576118,0.3024187990268195,0.3052188140844052,647953600,-0.5984483083786383,-0.5988622353757718,-0.5992727306977157,-0.6012202849131473,,1.211843920722,2.36050758365393,2.2561329057736925,0.4350717992129821,4,5,1995,0.015625516416176037,0.31286469507524145,0.2503626294105373,-0.5980722881558798
1995-05-15,0.325753778219223,0.3266871165717516,0.3173529603947467,0.3220204497333577,393355200,-0.5981021833833687,-0.598647194525727,-0.599289602294501,-0.6012112091824567,,1.9087311966299796,-0.04736729391276106,-0.033119323677767806,0.4345818313265117,0,5,1995,0.01662347935391917,0.3153646539202025,0.24887073650452585,-0.5980722881558798
1995-05-16,0.3266871571540832,0.3313538245721884,0.3173529998175536,0.3220204897359781,332516800,-0.5981021833833687,-0.5985479376303269,-0.5992558574847223,-0.6012004528209204,,1.873623124116999,0.06039136622514808,0.07242529398201256,0.4290595301206598,1,5,1995,0.01766648968444526,0.31804804365607614,0.2473820849182951,-0.5980558211298789
1995-05-17,0.3285538256168365,0.3313538411624423,0.3248205214045355,0.326687173510686,263144000,-0.5980857016416921,-0.5985231269715302,-0.5994752044050127,-0.6011851586208702,,2.1563366174912004,0.16752397858006138,0.17705822049358727,0.387028809138863,2,5,1995,0.018815377713168317,0.321195203782965,0.24593369293029171,-0.598022888655229
1995-05-18,0.3238871991634369,0.3294871806875196,0.3229538606013382,0.3294871806875196,371571200,-0.5980527397371,-0.5985810292478956,-0.5993570876041702,-0.6011749064528806,,1.6954349806653164,-0.581538112707663,-0.5608206488350914,0.3699171000860208,3,5,1995,0.01959596641908207,0.3233257491995914,0.24494188352326313,-0.598105219053178
