Date,Close,High,Low,Open,Volume,Lag_1,Lag_5,Lag_30,MA50,MA200,RSI,Daily_Return,Log_Return,Volatility,Day_of_Week,Month,Year,STD50,Bollinger_Upper,Bollinger_Lower,Stochastic_Oscillator
1995-11-02,0.2749908864498138,0.2768678495736686,0.272175466825627,0.2768678495736686,152756800,0.2749908864498138,0.2618513703346252,0.2778063118457794,0.2879168790578841,0.3065585255622863,54.545312828376815,0.0,0.0,0.11682569457885,3,11,1995,0.0268139710453302,0.3415448211485446,0.2342889369672236,45.9762382104464
1995-11-03,0.2740524113178253,0.2768678307506038,0.2693600288887988,0.2759293492524797,179435200,0.2749908864498138,0.2609128952026367,0.2782754600048065,0.286527851819992,0.3063417196273803,52.72718769702617,-0.0034127499427503,-0.0034185866571174,0.1168456310304602,4,11,1995,0.0256492486854824,0.3378263491909569,0.2352293544490271,43.67753292464991
1995-11-06,0.2862533330917358,0.2909456889912445,0.2731138443806559,0.274052325585192,311774400,0.2740524113178253,0.2646667659282684,0.2816778719425201,0.2855329996347427,0.3061998797953128,59.375252736500634,0.0445203956252031,0.0435578285114448,0.1243460547254862,0,11,1995,0.0246360490737567,0.3348050977822561,0.2362609014872292,73.56252658862918
1995-11-07,0.2975158095359802,0.3040851267436735,0.2815600528528288,0.2834378670411346,736388800,0.2862533330917358,0.2726446986198425,0.2806217670440674,0.285026187300682,0.3061376224458217,62.857670372581495,0.0393444377489051,0.0385901660818928,0.1299192212066107,1,11,1995,0.0241075470471131,0.3332412813949083,0.2368110932064557,86.27521101643389
1995-11-08,0.2918843030929565,0.3078392176204546,0.2909458214611225,0.2984544764869062,358825600,0.2975158095359802,0.2749908864498138,0.2721754610538482,0.2843879753351211,0.3060710600018501,80.00001154703754,-0.0189284275407309,-0.0191098634040521,0.1274359724911159,2,11,1995,0.0234743334619744,0.3313366422590699,0.2374393084111722,69.09082724116553
1995-11-09,0.2956388592720032,0.3003312392367447,0.2918841082187887,0.2984542772262159,260108800,0.2918843030929565,0.2749908864498138,0.2834379076957702,0.2837873136997222,0.3060785372555255,80.35741321111108,0.0128631657792539,0.0127811379385712,0.1217190317010958,3,11,1995,0.0227700793145623,0.3293274723288468,0.2382471550705976,76.36446229391947
1995-11-10,0.2984544038772583,0.3022083044297273,0.2918842320817365,0.2956389847283043,223115200,0.2956388592720032,0.2740524113178253,0.2796832621097564,0.2832992732524871,0.3060861299932003,81.35616390433995,0.0095235944699159,0.0094785309294377,0.1209968697322701,4,11,1995,0.0221691861408995,0.3276376455342862,0.2389609009706881,81.8189668896067
1995-11-13,0.306900680065155,0.3097169512502073,0.3003313604990259,0.3022082982058097,317374400,0.2984544038772583,0.2862533330917358,0.2824995219707489,0.2829895436763763,0.3061266466975211,83.82358641011105,0.0283000554797316,0.027907007205872,0.1234944698570212,0,11,1995,0.021715476881925,0.3264204974402264,0.2395585899125262,94.73559121447263
1995-11-14,0.3115939199924469,0.3191017216905571,0.3078391670492256,0.3078391670492256,407276800,0.306900680065155,0.2975158095359802,0.2824995219707489,0.2826892155408859,0.3061813223361969,88.57124452869806,0.0152923738269186,0.0151766240458884,0.1240745772464936,1,11,1995,0.0211975463789062,0.3250843082986984,0.2402941227830733,88.06034127294761
1995-11-15,0.3078391849994659,0.3153478392295754,0.3012698643959577,0.3153478392295754,248136000,0.3115939199924469,0.2918843030929565,0.2731139957904815,0.2822762525081634,0.3062265315651893,83.56079175103471,-0.0120500906855692,-0.0121232815939735,0.1191760698600228,2,11,1995,0.0204759634078249,0.3232281793238133,0.2413243256925134,82.08918537014867
1995-11-16,0.2998621463775635,0.3115939295882187,0.2965774986969827,0.3069007200843975,226228800,0.3078391849994659,0.2956388592720032,0.2740524113178253,0.2815535765886306,0.3061760058999061,75.77619293685136,-0.0259130059154628,-0.0262546630195062,0.1229572444419516,3,11,1995,0.019135038039695,0.3198236526680207,0.2432835005092404,67.46076481635903
1995-11-17,0.3012698888778686,0.3031468520951658,0.2984544691135194,0.3003314323308166,128531200,0.2998621463775635,0.2984544038772583,0.2679515480995178,0.2808590555191039,0.30617440700531,74.99986769293525,0.0046946322412186,0.0046836468235254,0.1200938599306983,4,11,1995,0.0176946770288336,0.3162484095767712,0.2454697014614366,67.79709225038148
1995-11-20,0.2900073528289795,0.3022083653832776,0.2890688712361786,0.3022083653832776,148456000,0.3012698888778686,0.306900680065155,0.2613821923732757,0.280014379620552,0.3061164954304695,61.34944011969053,-0.0373835436752021,-0.0381002265551255,0.1240486077452444,0,11,1995,0.0161307642662619,0.3122759081530759,0.2477528510880282,44.64325385416196
