Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
1995-01-03,0.285765677690506,0.2894887703953436,0.28204258498566837,0.2894887703953436,103868800
1995-01-04,0.2932125926017761,0.2950741257923262,0.28762712307349875,0.28762712307349875,158681600
1995-01-05,0.2894887924194336,0.2932127305086422,0.28855801295843286,0.29228110594652057,73640000
1995-01-06,0.3127596080303192,0.3211373887002509,0.30624420541332853,0.3099672961738804,1076622400
1995-01-09,0.3068256080150604,0.3118289283766185,0.3053126785849892,0.309967394831795,274086400
1995-01-10,0.32532602548599243,0.32765293649343025,0.3071751204203367,0.3071751204203367,614790400
1995-01-11,0.3481317460536957,0.35790487020527106,0.3178791083601437,0.3257915183194132,873824000
1995-01-12,0.3378923833370209,0.34533941554671027,0.3332385350361852,0.3434770360963104,551779200
1995-01-13,0.33416926860809326,0.3434770143318155,0.33044535504450956,0.3434770143318155,351377600
1995-01-16,0.3313760757446289,0.33696157267836624,0.3295145417043628,0.3341692343340947,188977600
1995-01-17,0.3350999653339386,0.33882305773210664,0.32858371475013537,0.33137602783478354,330108800
1995-01-18,0.33975374698638916,0.33975374698638916,0.3332383432306246,0.3350998765083124,127657600
1995-01-19,0.3416154682636261,0.3425462478426537,0.3351000609222697,0.3388231543824617,314294400
1995-01-20,0.3174135982990265,0.3499931590647116,0.3164828190412558,0.3499931590647116,1000361600
1995-01-23,0.31462129950523376,0.3174136376244983,0.3053127352410498,0.3118289862418822,398540800
1995-01-24,0.3099672794342041,0.315551902845486,0.30810572172651074,0.31462112399163933,218097600
1995-01-25,0.3051967918872833,0.31275974985829047,0.29414346736884256,0.29414346736884256,517070400
1995-01-26,0.294143408536911,0.30903659559868474,0.2922810051560218,0.3043819045095194,246388800
1995-01-27,0.2969358563423157,0.3006589497422337,0.29041960400522426,0.2969358563423157,298569600
1995-01-30,0.2987973392009735,0.30158965255646586,0.2969358052492832,0.2987973392009735,230585600
1995-01-31,0.30065879225730896,0.30438188370707353,0.29786647988396175,0.3015895464778213,212777600
1995-02-01,0.2987973392009735,0.30345121136406994,0.2969358052492832,0.30345121136406994,158368000
1995-02-02,0.3099672794342041,0.3118288122859984,0.2987971626551715,0.2987971626551715,203582400
1995-02-03,0.3015896677970886,0.31369057119135346,0.30065891320216537,0.31275979174051516,319211200
1995-02-06,0.3015896677970886,0.3034512266987653,0.2941435067581271,0.3034512266987653,243028800
1995-02-07,0.30391645431518555,0.3053126103758686,0.2978664530041932,0.30065876512555934,201600000
1995-02-08,0.3150867819786072,0.3155521593558834,0.30438205835264387,0.30531281310719627,402864000
1995-02-09,0.3248606324195862,0.32672219110431666,0.3136905346338386,0.3136905346338386,475395200
1995-02-10,0.32579144835472107,0.32904916399094875,0.3229991348699059,0.324860668907811,350963200
1995-02-13,0.32668715715408325,0.33228713811640775,0.32295382820444957,0.3248205051413925,283371200
1995-02-14,0.3206205666065216,0.32948722174057926,0.31828640987217194,0.326687230629668,165614400
1995-02-15,0.3178195357322693,0.3248203816217833,0.31735287913761534,0.32295370539468227,184475200
1995-02-16,0.3224871754646301,0.32295383224257473,0.3182863422657892,0.3220204937624331,218780800
1995-02-17,0.31735286116600037,0.32108703590874355,0.31735286116600037,0.32015369784804776,121788800
1995-02-21,0.30615234375,0.31921983764252276,0.30521902966251485,0.3182865235550376,301582400
1995-02-22,0.30475202202796936,0.30615201658739033,0.2996187003353459,0.3033520274685484,293417600
1995-02-23,0.3000854551792145,0.3126862567192125,0.2986854602774776,0.3070862771122651,314708800
1995-02-24,0.2912178635597229,0.3014853535936519,0.28748453670848895,0.2996186777059159,568814400
1995-02-27,0.2856179177761078,0.29121789621885896,0.2845674856438764,0.2856179177761078,268811200
1995-02-28,0.2949520945549011,0.29775208400071035,0.2837512644231631,0.28748459199232307,222969600
1995-03-01,0.29868561029434204,0.29961892408143237,0.2943685293128128,0.2968189328716442,224448000
1995-03-02,0.29868561029434204,0.3042855927139185,0.2968189328716442,0.29961892408143237,268744000
1995-03-03,0.3005521297454834,0.30381880132699735,0.29495214980488527,0.2968188014770021,145768000
1995-03-06,0.29681870341300964,0.29868537939265516,0.2949520523576034,0.29681870341300964,132720000
1995-03-07,0.2860846221446991,0.2977521098904881,0.285617965504569,0.2977521098904881,150785600
1995-03-08,0.29541879892349243,0.2996187837713412,0.2818846586812799,0.2893512901027066,364873600
1995-03-09,0.29681870341300964,0.30148536843788415,0.29401871436778065,0.2977520414028324,196683200
1995-03-10,0.2949520945549011,0.3014854115698703,0.2940187564315504,0.29588540775400896,137412800
1995-03-13,0.28468459844589233,0.29588540349205006,0.2837512603359855,0.29588540349205006,325752000
1995-03-14,0.2613496780395508,0.285617994171389,0.2576163497710695,0.285617994171389,727865600
1995-03-15,0.2613496780395508,0.27068383367304705,0.2604163397413686,0.26508300630803205,730968000
1995-03-16,0.2632162570953369,0.26881710783943186,0.2613496059381934,0.2632162570953369,316736000
1995-03-17,0.26228299736976624,0.26508298713757367,0.26041632090839745,0.26508298713757367,215644800
1995-03-20,0.2632162570953369,0.26601627121741317,0.2613496059381934,0.26228294397888546,189884800
1995-03-21,0.2706838548183441,0.27441718337846577,0.2632163502736178,0.26508302701580333,305368000
1995-03-22,0.2842179834842682,0.294952159375463,0.2706838424561689,0.2706838424561689,479147200
1995-03-23,0.27721717953681946,0.2837513458511534,0.2761675944434497,0.282818007459963,170094400
1995-03-24,0.28188467025756836,0.28281798364592114,0.27815049450698326,0.27908383281958404,128116800
1995-03-27,0.27768391370773315,0.28095140873294633,0.2734839026152314,0.28095140873294633,142800000
1995-03-28,0.2566830515861511,0.2713838735762635,0.2548163996223224,0.2706838759742963,689796800
1995-03-29,0.2566830515861511,0.26041638043806015,0.2529489002339443,0.253882213753733,496876800
1995-03-30,0.26414957642555237,0.26508291440013343,0.2576162604519627,0.2585495984265438,273414400
1995-03-31,0.2632162570953369,0.26601627121741317,0.2594829547810499,0.26228294397888546,183243200
1995-04-03,0.265082985162735,0.2669496366859517,0.26228299541578715,0.265082985162735,154302400
1995-04-04,0.25294893980026245,0.26788392746887896,0.25108226262019623,0.266949741454164,428198400
1995-04-05,0.2594830393791199,0.2594830393791199,0.2520155350432851,0.254816372578448,264857600
1995-04-06,0.2744171917438507,0.2837513483910573,0.2653163759275929,0.2781505204177799,722825600
1995-04-07,0.2744171917438507,0.27721718201823503,0.2706838630699216,0.27628384361869013,295724800
1995-04-10,0.2734838128089905,0.27628380266836494,0.269750484688409,0.2753504893314045,117801600
1995-04-11,0.28188467025756836,0.28281798364592114,0.27348382786822734,0.2744171661808281,214513600
1995-04-12,0.2912178635597229,0.29588535085468193,0.27908372256229597,0.28561788574499103,474712000
1995-04-13,0.2856179177761078,0.29308454739169576,0.2828179036304913,0.29308454739169576,174361600
1995-04-17,0.2865513265132904,0.2940188309689735,0.28281799799768537,0.2846846747176125,208812800
1995-04-18,0.2800171375274658,0.2884179796563825,0.2800171375274658,0.287484641372715,231134400
1995-04-19,0.27161720395088196,0.2800171748507745,0.26601637592643695,0.2800171748507745,279428800
1995-04-20,0.2809513509273529,0.28748466970848396,0.2734838463460732,0.27721717492446946,329504000
1995-04-21,0.2921513020992279,0.29495213939509346,0.27721714212795956,0.27815048039320134,666624000
1995-04-24,0.2912178635597229,0.29588535085468193,0.28748453670848895,0.2912178635597229,272238400
1995-04-25,0.28188467025756836,0.2940188160488165,0.27815049450698326,0.292151316923433,273638400
1995-04-26,0.2856179177761078,0.2893512201217813,0.2790837538606276,0.28095125245765457,230440000
1995-04-27,0.28281813859939575,0.2874848077949771,0.2818848246996888,0.2874848077949771,139865600
1995-04-28,0.2856179177761078,0.28655123090040574,0.2800170669849255,0.28375124167903015,195316800
1995-05-01,0.2856179177761078,0.2893512201217813,0.28375124167903015,0.2856179177761078,177956800
1995-05-02,0.28468459844589233,0.28655124974146345,0.28001708539635484,0.2856179365557992,120008000
1995-05-03,0.28468459844589233,0.28841792596127713,0.2837512603359855,0.2856179365557992,168784000
1995-05-04,0.28748464584350586,0.29775213977518433,0.2837513175750246,0.285617994171389,303643200
1995-05-05,0.2902846932411194,0.2921513702067704,0.28468471219267133,0.2893513547582939,208006400
1995-05-08,0.3024188280105591,0.30615215685422553,0.29681884720718504,0.2977521856491645,386971200
1995-05-09,0.30801960825920105,0.30895292155602816,0.29868545339686486,0.3033520946537368,322929600
1995-05-10,0.3094196021556854,0.3126862485327989,0.3042854319179525,0.3098862588026315,275072000
1995-05-11,0.30615234375,0.31081986130955686,0.3014856985397745,0.31081986130955686,523622400
1995-05-12,0.325753778219223,0.32622045985761183,0.30241879902681956,0.30521881408440527,647953600
1995-05-15,0.325753778219223,0.3266871165717516,0.31735296039474675,0.32202044973335775,393355200
1995-05-16,0.32668715715408325,0.3313538245721884,0.3173529998175536,0.32202048973597813,332516800
1995-05-17,0.32855382561683655,0.3313538411624423,0.32482052140453554,0.32668717351068605,263144000
1995-05-18,0.3238871991634369,0.3294871806875196,0.32295386060133824,0.3294871806875196,371571200
1995-05-19,0.31921955943107605,0.3266870625934211,0.31828624615700735,0.3201537450537158,322593600
1995-05-22,0.3294870853424072,0.3294870853424072,0.3154862632347683,0.31735293981879725,371884800
1995-05-23,0.32762041687965393,0.3313537449319898,0.3248204270714635,0.3294870684436988,276662400
1995-05-24,0.3248204290866852,0.3304204087378088,0.3201537627612513,0.32668708066231095,264667200
1995-05-25,0.3238871991634369,0.32855384212542094,0.32108720840139554,0.32295386060133824,182862400
1995-05-26,0.31963691115379333,0.3229134667383043,0.31636118035043137,0.3219775650745164,114553600
